# k P(k) shot_noise
2.79562043e+00 1.29669034e+02 3.05175781e+01
2.85851940e+00 1.28513122e+02 3.05175781e+01
2.92103170e+00 1.23180591e+02 3.05175781e+01
2.98348408e+00 1.20458322e+02 3.05175781e+01
3.04648804e+00 1.16080694e+02 3.05175781e+01
3.10937413e+00 1.12191196e+02 3.05175781e+01
3.17228947e+00 1.12618943e+02 3.05175781e+01
3.23529746e+00 1.09245006e+02 3.05175781e+01
3.29823321e+00 1.06297162e+02 3.05175781e+01
3.36125757e+00 1.03778152e+02 3.05175781e+01
3.42373465e+00 1.01095221e+02 3.05175781e+01
3.48649090e+00 9.97853693e+01 3.05175781e+01
3.54941175e+00 9.82853543e+01 3.05175781e+01
3.61191707e+00 9.53351289e+01 3.05175781e+01
3.67476723e+00 9.35940834e+01 3.05175781e+01
3.73764793e+00 9.15254658e+01 3.05175781e+01
3.80065416e+00 9.10596938e+01 3.05175781e+01
3.86353999e+00 8.81509169e+01 3.05175781e+01
3.92625634e+00 8.89109529e+01 3.05175781e+01
3.98937047e+00 8.54290558e+01 3.05175781e+01
4.05207712e+00 8.59437067e+01 3.05175781e+01
4.11495262e+00 8.37114529e+01 3.05175781e+01
4.17784953e+00 8.26841490e+01 3.05175781e+01
4.24040399e+00 8.13142979e+01 3.05175781e+01
4.30347653e+00 8.00941991e+01 3.05175781e+01
4.36641519e+00 7.83351893e+01 3.05175781e+01
4.42903206e+00 7.84346160e+01 3.05175781e+01
4.49166335e+00 7.69735148e+01 3.05175781e+01
4.55450209e+00 7.59415399e+01 3.05175781e+01
4.61773506e+00 7.56480035e+01 3.05175781e+01
4.68075301e+00 7.44931542e+01 3.05175781e+01
4.74358845e+00 7.29765191e+01 3.05175781e+01
4.80651747e+00 7.20163441e+01 3.05175781e+01
4.86918416e+00 7.06236233e+01 3.05175781e+01
4.93175909e+00 7.06705072e+01 3.05175781e+01
4.99453793e+00 6.91317357e+01 3.05175781e+01
5.05722577e+00 6.81993650e+01 3.05175781e+01
5.11998559e+00 6.72439314e+01 3.05175781e+01
5.18312622e+00 6.65813855e+01 3.05175781e+01
5.24610721e+00 6.56518762e+01 3.05175781e+01
5.30880767e+00 6.43626993e+01 3.05175781e+01
5.37161058e+00 6.39888283e+01 3.05175781e+01
5.43465532e+00 6.31532550e+01 3.05175781e+01
5.49751370e+00 6.24315468e+01 3.05175781e+01
5.55996267e+00 6.15595277e+01 3.05175781e+01
5.62287140e+00 6.08935267e+01 3.05175781e+01
5.68601894e+00 6.00586942e+01 3.05175781e+01
5.74883554e+00 5.94391416e+01 3.05175781e+01
5.81170411e+00 5.92920598e+01 3.05175781e+01
5.87452361e+00 5.82175655e+01 3.05175781e+01
5.93718524e+00 5.82767195e+01 3.05175781e+01
5.99997212e+00 5.73942741e+01 3.05175781e+01
6.06272109e+00 5.71653504e+01 3.05175781e+01
6.12553436e+00 5.64641197e+01 3.05175781e+01
6.18853783e+00 5.62593449e+01 3.05175781e+01
6.25134460e+00 5.53454968e+01 3.05175781e+01
6.31405594e+00 5.50473927e+01 3.05175781e+01
6.37705972e+00 5.44183068e+01 3.05175781e+01
6.43992890e+00 5.45697498e+01 3.05175781e+01
6.50272605e+00 5.37744987e+01 3.05175781e+01
6.56559003e+00 5.33282333e+01 3.05175781e+01
6.62838894e+00 5.27250607e+01 3.05175781e+01
6.69120091e+00 5.24517428e+01 3.05175781e+01
6.75407562e+00 5.21293148e+01 3.05175781e+01
6.81685815e+00 5.17870202e+01 3.05175781e+01
6.87961244e+00 5.13329847e+01 3.05175781e+01
6.94241998e+00 5.08633885e+01 3.05175781e+01
7.00524312e+00 5.05253369e+01 3.05175781e+01
7.06812517e+00 5.03617687e+01 3.05175781e+01
7.13101923e+00 5.00382570e+01 3.05175781e+01
7.19393849e+00 4.98803111e+01 3.05175781e+01
7.25685335e+00 4.96366139e+01 3.05175781e+01
7.31965292e+00 4.90763572e+01 3.05175781e+01
7.38250822e+00 4.87484384e+01 3.05175781e+01
7.44526607e+00 4.83743521e+01 3.05175781e+01
7.50787133e+00 4.80987414e+01 3.05175781e+01
7.57076986e+00 4.79845250e+01 3.05175781e+01
7.63365215e+00 4.75978203e+01 3.05175781e+01
7.69647641e+00 4.72772454e+01 3.05175781e+01
7.75940767e+00 4.71053856e+01 3.05175781e+01
7.82232938e+00 4.68869551e+01 3.05175781e+01
7.88534300e+00 4.65570595e+01 3.05175781e+01
7.94793718e+00 4.64832468e+01 3.05175781e+01
8.01050337e+00 4.61448384e+01 3.05175781e+01
