# k P(k) shot_noise
7.31965292e+00 3.81374709e+00 3.81469727e+00
7.38250822e+00 3.81120512e+00 3.81469727e+00
7.44526607e+00 3.82304980e+00 3.81469727e+00
7.50787133e+00 3.81908801e+00 3.81469727e+00
7.57076986e+00 3.78693446e+00 3.81469727e+00
7.63365215e+00 3.79917785e+00 3.81469727e+00
7.69647641e+00 3.80069136e+00 3.81469727e+00
7.75940767e+00 3.81308025e+00 3.81469727e+00
7.82232938e+00 3.81208676e+00 3.81469727e+00
7.88534300e+00 3.80537070e+00 3.81469727e+00
7.94793718e+00 3.80016911e+00 3.81469727e+00
8.01050337e+00 3.81462110e+00 3.81469727e+00
